name,artists,release_date,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,score,percentile,already_charted_in_tw
Yay Yay,['Keak Da Sneak'],2020-10-30,0.812,0.43,0.487,0.000133,0.322,0.0728,197573,0.8212298389379021,99.9301585981833,False
"No Blues - Live at the Black Hawk, San Francisco, CA - April 22, 1961",['Miles Davis'],2003-03-25,0.585,0.586,0.481,0.664,0.575,0.076,27093,0.8211886204115795,99.93002002397334,False
Love Is in the Feel,['Roy Ayers'],2012-06-15,0.8220000000000001,0.6659999999999999,0.931,0.125,0.046,0.0901,249653,0.8211526923019223,99.92988144976339,False
Donne-moi tout ton amour,['Mr.82'],2020-04-13,0.546,0.8809999999999999,0.736,0.00188,0.0912,0.099,144766,0.8211063605364435,99.92974287555343,False
Ireta Jatsikuriti,"['Los Chapas De Comachuen, Ban. Juvenil E.']",1998-02-13,0.731,0.377,0.893,0.812,0.0906,0.0984,189000,0.8210858399792071,99.92960430134347,False
You Make Loving Fun - 2018 Remaster,['Fleetwood Mac'],2018-11-16,0.657,0.528,0.873,0.0249,0.0257,0.0904,216867,0.8210481807385158,99.92946572713353,False
Big Splash,['Evan Schaeffer'],2017-08-08,0.8270000000000001,0.862,0.8320000000000001,0.025,0.0438,0.0917,205479,0.8210447009987288,99.92932715292358,False
1996,['Wild Child'],2018-11-27,0.631,0.565,0.7190000000000001,0.0169,0.0661,0.0921,186680,0.8210433963422479,99.9291885787136,False
Rhiannon,['Fleetwood Mac'],1975-07-11,0.723,0.49,0.795,0.111,0.0296,0.0946,252773,0.8210062830039166,99.92898071739869,False
Rhiannon,['Fleetwood Mac'],1988-11-21,0.723,0.49,0.795,0.111,0.0296,0.0946,252773,0.8210062830039166,99.92898071739869,False
Harpoon,['Michael Gatewood'],,0.591,0.1689999999999999,0.392,0.3989999999999999,0.444,0.0713,82680,0.8209921211781438,99.92877285608375,False
Insane in the Brain,['Cypress Hill'],2005-12-13,0.911,0.727,0.7020000000000001,0.0194,0.181,0.0798,207067,0.8208943774132834,99.9286342818738,False
That's Right (feat. Young Jean Lee),"['Mike Doughty', 'Young Jean Lee']",2011-08-09,0.785,0.5329999999999999,0.962,0.0344,0.0574,0.0711,128040,0.8208820886162411,99.92849570766384,False
Don't Bet Your Money on the Shanghai (Plantation Song) - Voice,"['Stephen Foster', 'Samuel Ramey', 'Warren Jones']",1996-10-01,0.507,0.494,0.743,0.976,0.7909999999999999,0.0738,116867,0.8208567598755558,99.92835713345389,False
Papercuts,['Brya Woods'],2018-11-27,0.76,0.5670000000000001,0.421,0.00682,0.37,0.0788,198322,0.8208384710799864,99.92821855924394,False
PLAY,['Tokyo Machine'],2020-10-07,0.7390000000000001,0.934,0.617,0.00207,0.1639999999999999,0.095,183950,0.8208336519840055,99.92807998503399,False
"Ordinary People, Ordinary Lives",['Josh Rouse'],2018-04-13,0.8370000000000001,0.591,0.929,0.184,0.0361,0.0886,242240,0.8207994015040706,99.92794141082403,False
Time out of Mind,"['Grover Washington, Jr.']",1989-10-03,0.706,0.354,0.914,0.144,0.0496,0.0921,302507,0.820767636031834,99.92780283661408,False
Anna - Lass mich rein lass mich raus,['Wolkenfänger und Sternenreiter'],2009-02-03,0.821,0.504,0.726,0.0956,0.108,0.0781,159090,0.8207395632044406,99.92752568819418,False
Anna - Lass mich rein lass mich raus,['Wolkenfänger und Sternenreiter'],2011-11-04,0.821,0.504,0.726,0.0956,0.108,0.0781,159090,0.8207395632044406,99.92752568819418,False
Anna - Lass mich rein lass mich raus,['Wolkenfänger und Sternenreiter'],2013-03-25,0.821,0.504,0.726,0.0956,0.108,0.0781,159090,0.8207395632044406,99.92752568819418,False
Lady Is A Pirate,['Sinclair'],2005-01-27,0.659,0.7170000000000001,0.6409999999999999,0.0114,0.0279,0.0995,183587,0.8206500893835199,99.92724853977425,False
Thousand Times,['JAY1'],2019-07-05,0.688,0.3989999999999999,0.158,0.619,0.4,0.0978,158425,0.820542817080727,99.92710996556431,False
Festa Mediterranea,"['Gian Piero Reverberi', 'L. Giordano', 'Rondò Veneziano']",1999-05-07,0.754,0.622,0.845,0.143,0.0316,0.0858,150000,0.8205311579629647,99.92697139135436,False
Nobody's Love Is Like Mine,['Ralph Stanley'],2005-04-19,0.544,0.405,0.75,0.0915,0.0337,0.0864,109493,0.8205064093242732,99.9268328171444,False
Le joli rosier,['Bill Russell'],2007-01-01,0.6990000000000001,0.0811,0.706,0.994,0.0559999999999999,0.0935,83333,0.8204860860657549,99.92669424293445,False
Over U,['Trashbat'],2020-03-26,0.821,0.223,0.2189999999999999,0.108,0.0508,0.0988,250286,0.8204838597950627,99.92655566872449,False
My Guy,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1986-06-30,0.857,0.809,0.932,0.812,0.17,0.0923,118960,0.8203617280469143,99.92641709451455,False
Sticky (Parajack & Parajoe vs. Jeremy Howard ElectroFuzz),['Clint Crisher'],2011-05-07,0.879,0.579,0.604,0.0755,0.201,0.0947,351457,0.8202886403733003,99.92627852030459,False
Verse XVI,['Enzo Salomone'],2006-06-06,0.701,0.133,0.96,0.0207,0.938,0.0,20853,0.8202873349315704,99.92613994609462,False
Mellow Yellow,['Cavedoll'],2008-03-06,0.614,0.654,0.742,0.00172,0.0321,0.0988,214627,0.8202253180575307,99.92600137188468,False
Revolution,['Warsaw Poland Bros.'],,0.763,0.532,0.637,0.0286,0.0578,0.0919,225267,0.8202082771052214,99.92586279767472,False
A Strange Place (The Alezby Inn),['The Egyptian Lover'],1984-01-01,0.939,0.6920000000000001,0.757,0.0784,0.0738,0.098,353240,0.8201686132045698,99.92572422346477,False
Stupor,['Baths'],2011-02-02,0.821,0.5760000000000001,0.615,0.307,0.133,0.0832,108021,0.8200348489603327,99.92558564925483,False
Bro Hymn,['Quintino'],2020-04-01,0.657,0.974,0.143,0.000462,0.4479999999999999,0.0969,169219,0.8200191850569385,99.92544707504486,False
Unwrap,['Esgazette'],2007-01-01,0.7759999999999999,0.82,0.947,0.052,0.065,0.0938,261787,0.8200141047204534,99.9253085008349,False
Rainy Nights,"['The Deli', 'Es-K', 'Jansport J', 'Saib']",2020-07-17,0.8170000000000001,0.311,0.718,0.00859,0.275,0.0543,102269,0.8200089520989431,99.92516992662496,False
Love Supreme (Work Together!) - A Reimagined Claudius Mittendorfer Mix,['Ron Gallo'],2019-01-11,0.8270000000000001,0.914,0.7020000000000001,0.0105,0.0618,0.0941,191613,0.819959283243651,99.925031352415,False
The Snake,['The Isley Brothers'],,0.723,0.493,0.8809999999999999,0.0617,0.0373,0.0775,133520,0.8199449796577305,99.92489277820505,False
Doomfox,['Skeleton Club'],2019-10-10,0.769,0.385,0.723,0.0855,0.0346,0.0857,210000,0.8198330448408871,99.92475420399509,False
Jele Topon,"[""U K'ayil-Kah (Canto Del Pueblo)""]",1998-02-13,0.746,0.353,0.648,0.00893,0.0855,0.0753,133747,0.8197537432250638,99.92461562978514,False
Mother City Megalopolis,['Esgazette'],2018-03-01,0.605,0.4579999999999999,0.6559999999999999,0.0117,0.032,0.0916,169412,0.8197388163678936,99.9244770555752,False
Cotton Eye Joe,"['DeWayne Wear', 'Wear Family']",,0.598,0.826,0.989,0.475,0.0307,0.0965,74613,0.8197246543762943,99.92433848136524,False
Red For Love - Remix,['Grant Miller'],2015-10-09,0.703,0.818,0.915,0.0019399999999999,0.0416,0.0995,277373,0.8197085174053386,99.92419990715527,False
Давай останемся дома - DJ Karimov & DJ Mephisto Remix,"['Olga Buzova', 'DJ Karimov', 'DJ Mephisto']",2020-05-20,0.8440000000000001,0.922,0.695,0.0325,0.0735,0.099,245505,0.8196332787670922,99.92406133294533,False
Out Just Walking,['Jason Silver'],,0.6579999999999999,0.4029999999999999,0.516,0.239,0.0384,0.0969999999999999,156547,0.8196310594445895,99.92392275873537,False
Eye Wanna Be Likes Lye,"['flapping, Flapping']",1996-01-01,0.753,0.309,0.529,0.106,0.0477,0.0902,210467,0.8195612791502501,99.92378418452542,False
I Like Dinosaurs,['Mr. Billy'],2006-06-20,0.8909999999999999,0.7020000000000001,0.845,0.064,0.0363,0.0853,215347,0.8195365120953914,99.92364561031546,False
Fast N Furious,['Chief Keef'],2015-06-09,0.652,0.481,0.436,0.0625,0.0543,0.0923,119258,0.8195324229946113,99.9235070361055,False
Side of a Bullet,['Nickelback'],2005-09-26,0.644,0.946,0.85,0.000308,0.0669,0.0969,180560,0.8195221556940601,99.92336846189556,False
Araby March,['The Hot Frittatas'],2004-01-01,0.598,0.467,0.915,0.216,0.0333,0.09,173187,0.8194604014267851,99.92322988768561,False
I Won't Let It,['Markus James'],2008-01-01,0.6890000000000001,0.416,0.584,0.0562,0.0361,0.0966,238293,0.819455934166624,99.92309131347565,False
Crazy Talk,['Rocket From The Crypt'],,0.503,0.892,0.685,0.000365,0.0947,0.0957,82600,0.8194307808477659,99.9229527392657,False
Gimme Whatcha Got,['The Chi-Lites'],2013-03-15,0.836,0.588,0.846,0.00385,0.0566,0.0903,304387,0.8193960218523042,99.92281416505574,False
Call Donovan,['JaR (Jay Graydon & Randy Goodrum)'],2008-01-01,0.774,0.331,0.866,0.115,0.0485,0.0865,284267,0.8193942103756224,99.92267559084578,False
It's Cold,['Endation'],2012-10-06,0.667,0.563,0.49,0.0103,0.0594,0.0935,150080,0.8193525492693771,99.92253701663584,False
Tropical,['Arthur Lyman'],2006-12-22,0.551,0.509,0.609,0.0383,0.0914,0.0953,179160,0.8193502249753517,99.92239844242587,False
Milchstrasse,['Stabil Elite'],2012-03-02,0.792,0.493,0.807,0.289,0.0416,0.0978,282264,0.8193403706801056,99.92225986821592,False
"Abdelazar, Z. 570, ""The Moor's Revenge"": Air","['Henry Purcell', 'Jeanne Lamon', 'Stephen Marvin', 'Ivars Taurins', 'Christina Mahler', 'Charlotte Nediger', 'Tafelmusik Baroque Orchestra']",2008-01-01,0.599,0.0496,0.7440000000000001,0.884,0.0411,0.093,82933,0.8192999002235075,99.92212129400598,False
The Sleeping Song,['Mr. Billy'],2002-01-01,0.862,0.527,0.597,0.00258,0.0574,0.0886,238880,0.8192842171814123,99.92198271979602,False
Moonlight Dancing,['Bette Midler'],,0.701,0.7170000000000001,0.846,0.0101,0.0408,0.099,279067,0.8192223118753075,99.92184414558606,False
Pacific Mambo Dance No. 2,"['Pacific Mambo Orchestra', 'DJ Good Sho']",2017-04-10,0.847,0.752,0.919,0.321,0.0492,0.0924,208121,0.8191520115617513,99.92170557137611,False
Lia's Jig/hank's Mother/ It's C-c-cold Out!,"['Bob Mcquillen, Laurie Andres & Cathie Whitesides']",1997-01-01,0.745,0.298,0.978,0.893,0.109,0.0971,229960,0.8191507215784201,99.92156699716615,False
Terranova Remix Of 'Deep Sleep' By Fanatik,['Terranova'],2006-12-13,0.68,0.5,0.265,0.0482,0.326,0.0898,211333,0.8190021265815649,99.92142842295621,False
Bad Behaviour - Flava D Remix,"['AC Slater', 'Chris Lorenzo', 'Purple Velvet Curtains', 'Flava D']",2020-04-03,0.841,0.934,0.6940000000000001,0.00318,0.125,0.0945,237000,0.8189993926045956,99.92128984874626,False
Called You Mine - Cape Lion Remix,['Cape Lion'],2015-07-10,0.7490000000000001,0.5760000000000001,0.799,0.00835,0.0566,0.0851,201160,0.8189986990910676,99.92115127453629,False
Called You Mine (Cape Lion Remix),['Cape Lion'],2015-07-10,0.7490000000000001,0.5760000000000001,0.799,0.00835,0.0566,0.0851,201168,0.818997011774428,99.92101270032634,False
Vato Loco Jump,['Los Skarnales'],2014-06-20,0.632,0.845,0.898,0.0769,0.0538,0.0902,126653,0.8189845461745355,99.92087412611639,False
Dreamer,['Ennio Morricone'],1999-04-20,0.6659999999999999,0.496,0.551,0.00207,0.104,0.0964,248733,0.818937970567225,99.92073555190643,False
Elements,['Groundation'],2006-02-09,0.773,0.315,0.49,0.0162,0.136,0.0943,327267,0.8188693186873869,99.92059697769649,False
Tell Me the Truth,['Merrilee Rush'],2017-11-10,0.7290000000000001,0.799,0.8170000000000001,0.693,0.155,0.0988,123360,0.8188620818204998,99.92045840348652,False
"Not Alone, Vol. 2",['Pyrit'],2014-01-04,0.7490000000000001,0.5429999999999999,0.665,0.0479,0.111,0.0951,288025,0.8188617518907451,99.92031982927656,False
Nameless,['Iron Reagan'],2014-09-16,0.35,0.866,0.561,7.62e-05,0.184,0.0984,60977,0.8188341707348475,99.92018125506662,False
Rhythm of the Caapi,['Ayahuasca Dark Trip'],2017-05-14,0.447,0.496,0.654,0.0879,0.0758,0.0959,134047,0.8188211891865125,99.92004268085667,False
Heartbeats - Rex the Dog Remix,"['The Knife', 'Rex The Dog']",2003-01-17,0.8009999999999999,0.528,0.8440000000000001,0.0217,0.0665,0.0967,372733,0.8187677275569766,99.91990410664671,False
Fly - 12nd Remix,"['San Holo', '12nd']",2014-11-26,0.6659999999999999,0.6409999999999999,0.293,0.0028,0.308,0.0914,191431,0.8187331404135472,99.91976553243676,False
Suddenly,['Future Generations'],2018-09-14,0.753,0.488,0.962,0.0775,0.0389,0.0813,215027,0.8187290543255352,99.9196269582268,False
Hateful - Ada feat. Mayburg Mix,['GusGus'],2010-08-23,0.8809999999999999,0.569,0.946,0.13,0.134,0.0876,347678,0.81871404080542,99.91948838401686,False
Nola,['Jonathan & Darlene Edwards'],2011-01-19,0.6509999999999999,0.177,0.7959999999999999,0.977,0.0717,0.0989,137733,0.8186592336772763,99.9193498098069,False
Three Jack Swing,['Julee Cruise'],2010-11-04,0.752,0.624,0.763,0.154,0.0325,0.0964,233840,0.8186197914262247,99.91921123559693,False
Palpable Disdain,['Conan Neutron & the Secret Friends'],2015-02-09,0.617,0.2739999999999999,0.785,0.2239999999999999,0.0322,0.0943,242093,0.8185992877663898,99.91907266138699,False
Gun Totin' Blues,['Harmonica Slim'],1997-04-08,0.7609999999999999,0.307,0.779,0.244,0.0525,0.0884,244533,0.8185742059767667,99.91893408717704,False
From the Eighteen Hundreds,['Child Bite'],2006-09-14,0.59,0.6459999999999999,0.628,0.0813,0.0687,0.0958,145027,0.8185544004326688,99.91879551296708,False
Black Hole,['Colorama'],2020-07-31,0.644,0.475,0.7879999999999999,0.0968,0.0291,0.0914,202053,0.8185403014780447,99.91865693875714,False
Don Juan,['Suburban Legends'],2001-01-01,0.685,0.909,0.968,0.00262,0.0337,0.0924,188880,0.8185175802508913,99.91851836454717,False
Sweet Georgia Brown (with Isham Jones & His Orchestra),"['Bing Crosby', 'Isham Jones And His Orchestra']",,0.6729999999999999,0.266,0.782,0.98,0.2319999999999999,0.0963,183973,0.8184917459537402,99.91837979033721,False
Playground Love,['Marika Hackman'],2020-11-13,0.784,0.149,0.3289999999999999,0.675,0.0669,0.0993,148120,0.8184608324545758,99.91824121612727,False
O Caminho Do Bem,['Tim Maia'],2012-10-02,0.812,0.416,0.893,0.268,0.0642,0.0978,366187,0.8184352469678511,99.91810264191732,False
Pork And Beans Intro,['Dick Wellstood'],2001-04-03,0.758,0.0695,0.939,0.132,0.916,2.79e-06,23267,0.8183805495542447,99.91796406770736,False
Six Steps Down,['Esgazette'],2019-03-22,0.81,0.696,0.71,0.1689999999999999,0.103,0.0952,247817,0.8183802052566297,99.9178254934974,False
Det Du Kan,['Thomas Helmig'],2006-11-02,0.6940000000000001,0.7659999999999999,0.816,0.0141,0.051,0.0921,191693,0.8183244814786454,99.91768691928745,False
Бестия,['Jah Khalib'],2018-03-16,0.792,0.904,0.629,0.0156,0.119,0.0934,187429,0.8183082368178031,99.9175483450775,False
Dreadlocks Dub,['King Tubby'],,0.711,0.477,0.462,0.00939,0.0631,0.0881,141147,0.8182892927825511,99.91740977086755,False
New Media,['Slow Pulp'],2019-05-15,0.713,0.747,0.7170000000000001,0.0047,0.0284,0.0948,191000,0.8182723994519584,99.91727119665758,False
Sincerely,['Lloyd Charmers'],2008-10-18,0.601,0.7440000000000001,0.961,0.0797,0.0719,0.0776,51107,0.8181911007376672,99.91713262244764,False
Slow Motion,['Yoseph'],2006-09-25,0.795,0.715,0.637,0.0433,0.118,0.0892,198440,0.8181851107982101,99.91699404823768,False
Hot Topic Techno,['Donkfloor'],2020-07-03,0.851,0.417,0.524,0.132,0.347,0.0567,61796,0.818146388879996,99.91685547402773,False
(I'm A) Ramblin' Man,['Waylon Jennings'],1976-01-12,0.79,0.5429999999999999,0.85,0.272,0.0327,0.0857,165360,0.8181139328418042,99.91671689981777,False
Nachtigall,['Dominik Eulberg'],2007-04-23,0.759,0.361,0.161,0.615,0.893,0.0516,44000,0.8180761035973025,99.91657832560782,False
Interlude 2,['Urbs & Cutex'],2004-04-20,0.365,0.768,0.736,0.214,0.106,0.0986,51493,0.8180318272983215,99.91643975139787,False
Different Contexts,"['Akira The Don', 'Alan Watts']",2019-02-28,0.763,0.507,0.321,0.0134,0.0935,0.0984,231111,0.8180044719471438,99.91630117718792,False
//error,['GoldLink'],2019-06-12,0.516,0.42,0.509,0.7340000000000001,0.16,0.0977,23107,0.817978538825868,99.91609331587298,False
//error,['GoldLink'],2019-06-12,0.516,0.42,0.509,0.7340000000000001,0.16,0.0977,23107,0.817978538825868,99.91609331587298,False
How I Feel,['David Gerald'],2009-10-01,0.737,0.779,0.894,0.288,0.0418,0.0995,222400,0.8179664718601505,99.91588545455805,False
Don't It Make It Better,['Bill Withers'],1978-01-01,0.85,0.602,0.762,0.386,0.0492,0.0986,252215,0.8179654670664291,99.9157468803481,False
Ray Lewis,['The Players Band'],2001-01-01,0.654,0.792,0.944,0.022,0.0334,0.0993,267400,0.8179611652240076,99.91560830613815,False
Smoke Break (Reprise),['Mitchy Slick'],2013-04-23,0.523,0.382,0.336,0.0346,0.0407,0.0999,140158,0.8179595645221248,99.91546973192818,False
The Object of Tuesday,"['Mary Halvorson', 'Jessica Pavone']",2011-11-15,0.899,0.366,0.461,0.8440000000000001,0.226,0.0984,215480,0.8178954525018591,99.91533115771823,False
The Void,['Woods'],2020-05-22,0.6920000000000001,0.5870000000000001,0.809,0.17,0.0339,0.0864,132072,0.817870909253508,99.91519258350829,False
If I Could Dance,['Christian Dozzler'],2008-03-12,0.731,0.8909999999999999,0.86,0.0322,0.0415,0.092,175813,0.817853401193934,99.91505400929833,False
Inspector Gadget,['The Kartoon Krew'],1990-01-01,0.847,0.887,0.518,0.085,0.2019999999999999,0.0997,275267,0.8178041808346856,99.91491543508837,False
Zydeco Boogaloo,"[""Rockin' Dopsie, Jr."", 'Fernest Arceneaux', 'Zydeco All-Stars']",,0.711,0.737,0.922,0.0101,0.0417,0.0904,224067,0.817766533736345,99.91477686087842,False
Round On the Ends and High In the MIddle,['The Electric Tailgate Band'],2010-03-26,0.67,0.872,0.961,0.0204,0.0319,0.0848,112600,0.8177305647025402,99.91463828666846,False
Fishing - Interlude,['chelmico'],2019-08-21,0.763,0.389,0.597,0.867,0.1969999999999999,0.0927,109893,0.8176726986818225,99.91449971245852,False
NO MAÑANA,"['Black Eyed Peas', 'El Alfa']",2020-06-12,0.865,0.546,0.534,0.0892,0.0565,0.0912,221695,0.817672461097148,99.91436113824857,False
Foux Du Fafa,['Flight of the Conchords'],2008-04-22,0.735,0.6970000000000001,0.644,0.0692,0.0672,0.0915,166417,0.8176545969421476,99.9142225640386,False
Te Boté - Shermanology Remix,"['Nio Garcia', 'Casper Magico', 'Darell', 'Shermanology']",2018-03-06,0.848,0.531,0.431,0.134,0.0688,0.0959,225977,0.817633201897864,99.91408398982865,False
Intro,['Partikel'],,0.487,0.185,0.923,0.449,0.0506,0.0801,61053,0.8175823279096378,99.9139454156187,False
Closer to the Heart,['Rockabye Baby!'],2013-01-29,0.515,0.0763,0.838,0.727,0.111,0.0899,130413,0.8175621208693845,99.91380684140874,False
Arcade,['Smash TV'],,0.8,0.7879999999999999,0.962,0.000452,0.107,0.0857,258453,0.8174789014603179,99.9136682671988,False
Garbage Day #3,['KMD'],2015-12-18,0.502,0.868,0.488,0.0163,0.472,0.0841,134667,0.8174404766348432,99.91352969298883,False
Musical Introduction,['Guy Davis'],2012-02-21,0.653,0.331,0.81,0.909,0.0497,0.0899,20173,0.817433445366519,99.91339111877889,False
MOSARETU Women,['Ryuichi Sakamoto'],2002-06-11,0.355,0.589,0.629,0.765,0.813,0.0802,135573,0.8174153290115579,99.91325254456893,False
Heinz57,['J57'],2020-09-25,0.623,0.632,0.3279999999999999,0.0982,0.226,0.0855,57186,0.8174093830505313,99.91311397035898,False
What Can Man Do? (Version),['Beautiful Nubia'],1997-10-01,0.762,0.5710000000000001,0.888,0.226,0.0415,0.0968,288653,0.817400645176956,99.91297539614902,False
The Katie Lee,['Katie Webster'],,0.499,0.638,0.894,0.252,0.0998,0.093,136840,0.8173333711773546,99.91283682193907,False
Piano Wunder - Mixed,['Superlover'],2017-12-01,0.785,0.7709999999999999,0.802,0.00197,0.0481,0.0997,310244,0.8173209662438055,99.91269824772911,False
Pays to Know,['MyPet'],2013-06-18,0.684,0.68,0.8079999999999999,0.0114,0.0436,0.0888,179040,0.8172616268096294,99.91255967351917,False
Oh Doris! Where Do You Live?,['The University Six'],2007-02-27,0.845,0.166,0.809,0.995,0.0635,0.094,183387,0.8172350236426424,99.91242109930921,False
LITE SPOTS,['KAYTRANADA'],2016-05-06,0.884,0.5489999999999999,0.3939999999999999,0.0346,0.471,0.0698,230920,0.817222349925084,99.91228252509924,False
Wake up And Live,['Joe Higgs'],2008-03-25,0.872,0.462,0.954,0.759,0.0674,0.0877,162813,0.8171773646792662,99.9121439508893,False
Red Cup - Radio Edit,"['Alabama Nick', 'Chefboy Tyree']",2020-12-18,0.847,0.46,0.158,0.00303,0.0803,0.093,177231,0.8171748640950819,99.91200537667935,False
